COD_ELEMENTO;IDE_EVENTO;MANIOBRA;IDE_CODIGO_CLASE;NOM_CODIGO;ANIO;MES;DIA;DUR_H;PROM_H;NUM_APERTURAS
CARQ0248;1201238;591743;Interrupciones No Programadas no Excluibles;APERTURA POR TRANSFORMADOR QUEMADO;2023;4;1;60.083;60.083;1
304-26;1202868;606646;Interrupciones No Programadas no Excluibles;APERTURA POR ANIMALES SOBRE LINEAS;2023;4;16;1.934;1.26;1
SARP0056;1202914;607440;Interrupciones Programadas no Excluibles;APERTURA POR TRABAJOS DE PÉRDIDAS;2023;4;24;2.165;2.165;1
111-25;1204555;609237;Interrupciones No Programadas no Excluibles;APERTURA POR CAUSA DESCONOCIDA - ENSAYO AUTOMATICO;2023;5;8;0.002;0.002;1
S-1820;1204954;610455;Interrupciones No Programadas no Excluibles;APERTURA POR ROBO DE INFRAESTRUCTURA;2023;5;17;1.089;1.089;1
S-1589;1207599;613809;Interrupciones No Programadas no Excluibles;APERTURA POR DEFECTO EN TRANSFORMADOR DE DISTRIBUCION;2023;6;16;0.382;0.382;1
S-1479;1208755;622650;Interrupciones Programadas no Excluibles;APERTURA POR EXTENSION Y/O RECTIFICACION EN REDES;2023;7;7;0.776;0.776;1
205-25;1213206;634215;Interrupciones No Programadas no Excluibles;APERTURA POR CAUSA DESCONOCIDA - ENSAYO AUTOMATICO;2023;8;18;0.001;0.001;1
R-104;1213400;634467;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;8;20;0.008;0.008;1
R-044;1214221;642151;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;9;1;0.025;0.025;1
QURQ0092;1215243;643597;Interrupciones No Programadas no Excluibles;APERTURA POR ARBOL O RAMA SOBRE LINEAS;2023;9;12;16.426;16.426;1
QURQ0294;1217070;645909;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;9;30;7.539;7.539;1
S-526;1217187;646486;Interrupciones No Programadas no Excluibles;APERTURA POR DEFECTO EN CORTACIRCUITO;2023;10;5;1.1;1.1;1
303-25;1218999;648646;Interrupciones No Programadas no Excluibles;APERTURA POR FALLA DE LINEA DE SUBTRANSMISION DE DISTRIBUCIÓN;2023;10;16;0.012;0.012;1
307-22;1193909;549045;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;1;14;0.001;0.001;1
CARP0072;1197496;568110;Interrupciones Programadas no Excluibles;APERTURA POR TRABAJOS DE PÉRDIDAS;2023;3;7;1.486;1.486;1
111-24;1206368;611785;Interrupciones No Programadas no Excluibles;APERTURA POR FALLA DE LINEA DE SUBTRANSMISION DE DISTRIBUCIÓN;2023;5;29;0.007;0.007;1
SARQ0141;1206624;613071;Interrupciones Programadas no Excluibles;APERTURA POR TRABAJOS DE PÉRDIDAS;2023;6;8;1.533;1.533;1
SAUQ0014;1207007;613483;Interrupciones Programadas no Excluibles;APERTURA POR EXTENSION Y/O RECTIFICACION EN REDES;2023;6;13;0.704;0.704;1
R-104;1212774;633596;Interrupciones No Programadas no Excluibles;APERTURA POR CAUSA DESCONOCIDA - ENSAYO AUTOMATICO;2023;8;12;0.004;0.004;1
C-0541;1213226;641777;Interrupciones Programadas no Excluibles;APERTURA PARA REALIZAR TRABAJOS DE PODA DE ARBOLES;2023;8;29;0.033;0.033;1
R-093;1215933;644731;Catástrofes Naturales;APERTURA POR FUERZA MAYOR;2023;9;22;0.076;0.076;1
205-23;1219424;649310;Interrupciones No Programadas no Excluibles;APERTURA POR CAUSA DESCONOCIDA - ENSAYO AUTOMATICO;2023;10;20;0.001;0.001;1
CIRQ0288;1192911;547946;Interrupciones No Programadas no Excluibles;APERTURA POR FALLA EN RED SECUNDARIA;2023;1;4;0.267;0.267;1
R-046;1194555;550013;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;1;19;0.001;0.001;1
R-051;1194964;550600;Interrupciones No Programadas no Excluibles;APERTURA POR CAUSA DESCONOCIDA - ENSAYO MANUAL;2023;1;22;0.084;0.084;1
GERQ0259;1192876;550865;Interrupciones No Programadas no Excluibles;APERTURA POR ARBOL O RAMA SOBRE LINEAS;2023;1;24;1.207;1.207;1
C-0204;1195563;551520;Interrupciones Programadas no Excluibles;APERTURA PARA REALIZAR TRABAJOS DE PODA DE ARBOLES;2023;2;1;5.446;5.446;1
R-080;1197024;561623;Catástrofes Naturales;APERTURA POR FUERZA MAYOR;2023;2;20;0.108;0.108;1
208-22;1197756;564922;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;3;1;0.001;0.001;1
SR-0014;1202168;605018;Catástrofes Naturales;APERTURA POR FUERZA MAYOR;2023;4;9;16.474;16.474;1
R-037;1203457;607571;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;4;25;0.001;0.001;1
S-1932;1205859;612221;Interrupciones Programadas no Excluibles;APERTURA POR EXTENSION Y/O RECTIFICACION EN REDES;2023;5;31;1.152;1.152;1
TERP0064;1207205;613229;Falla de un Activo de Nivel 1 de propiedad de los Usuarios;FALLA ACTIVO NIVEL 1 PROPIEDAD PARTICULAR;2023;6;9;1.535;1.535;1
304-24;1207999;614536;Interrupciones No Programadas no Excluibles;APERTURA POR FALLA DEL TRASNFORMADOR DE POTENCIA Y EQUIPOS ASOCIADOS.;2023;6;20;0.021;0.021;1
303-27;1212338;630016;Interrupciones No Programadas no Excluibles;APERTURA POR FALLA DE LINEA DE SUBTRANSMISION DE DISTRIBUCIÓN;2023;8;7;0.048;0.048;1
S-2393;1218587;647866;Catástrofes Naturales;APERTURA POR FUERZA MAYOR;2023;10;10;43.279;43.279;1
C-0124;1221133;652432;Interrupciones Programadas no Excluibles;APERTURA POR EXTENSION Y/O RECTIFICACION EN REDES;2023;11;16;0.014;0.014;1
ARUP0269;1195935;560813;Interrupciones Programadas no Excluibles;APERTURA POR EXTENSION Y/O RECTIFICACION EN REDES;2023;2;14;7.257;7.257;1
GEUP0030;1200088;587958;Falla de un Activo de Nivel 1 de propiedad de los Usuarios;FALLA ACTIVO NIVEL 1 PROPIEDAD PARTICULAR;2023;3;24;185.7;185.7;1
ARUQ0325;1202910;607471;Interrupciones Programadas no Excluibles;APERTURA POR EXTENSION Y/O RECTIFICACION EN REDES;2023;4;24;0.548;0.548;1
MORQ0390;1221245;652220;Interrupciones Programadas no Excluibles;APERTURA POR TRABAJOS DE PÉRDIDAS;2023;11;15;0.659;0.659;1
ARUQ1237;1222319;653889;Interrupciones por Seguridad Ciudadana;APERTURA POR SEGURIDAD CIUDADANA;2023;11;29;0.734;0.734;1
303-27;1193834;548963;Interrupciones No Programadas no Excluibles;APERTURA POR FALLA DE LINEA DE SUBTRANSMISION DE DISTRIBUCIÓN;2023;1;14;0.05;0.05;1
MORP0045;1201075;591664;Falla de un Activo de Nivel 1 de propiedad de los Usuarios;FALLA ACTIVO NIVEL 1 PROPIEDAD PARTICULAR;2023;4;1;11.433;11.433;1
S-971;1202657;607268;Interrupciones Programadas no Excluibles;APERTURA POR EXTENSION Y/O RECTIFICACION EN REDES;2023;4;21;0.853;0.853;1
304-22;1206885;612642;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;6;4;0.012;0.012;1
208-27;1207784;614202;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;6;18;0.016;0.015;1
R-104;1212773;633594;Interrupciones No Programadas no Excluibles;APERTURA POR CAUSA DESCONOCIDA - ENSAYO AUTOMATICO;2023;8;12;0.001;0.001;1
C-0072;1214057;642790;Interrupciones Programadas no Excluibles;APERTURA PARA REALIZAR TRABAJOS DE PODA DE ARBOLES;2023;9;7;7.282;7.282;1
QURP0141;1215257;643608;Falla de un Activo de Nivel 1 de propiedad de los Usuarios;FALLA ACTIVO NIVEL 1 PROPIEDAD PARTICULAR;2023;9;13;4.369;4.369;1
R-036;1216959;645762;Interrupciones No Programadas no Excluibles;APERTURA POR CAUSA DESCONOCIDA - ENSAYO MANUAL;2023;9;30;0.053;0.053;1
S-801;1219310;649281;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;10;19;24.128;24.128;1
CARQ0165;1195477;551402;Interrupciones Programadas no Excluibles;APERTURA POR EXTENSION Y/O RECTIFICACION EN REDES;2023;1;31;6.266;6.266;1
PIRN0252;1201361;594429;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;4;3;46.362;46.362;1
R-071;1201634;600948;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;4;5;0.001;0.001;1
304-23;1201748;601169;Interrupciones No Programadas no Excluibles;APERTURA POR FALLA DE LINEA DE SUBTRANSMISION DE DISTRIBUCIÓN;2023;4;6;0.001;0.001;1
111-32;1203854;608090;Interrupciones No Programadas no Excluibles;APERTURA POR LINEA PRIMARIA ROTA;2023;4;27;0.003;0.003;1
304-27;1204697;609414;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;5;10;0.001;0.001;1
S-930;1206601;610338;Interrupciones por Seguridad Ciudadana;APERTURA POR SEGURIDAD CIUDADANA;2023;5;16;75.014;75.014;1
R-105;1205348;610434;Interrupciones No Programadas no Excluibles;APERTURA POR DEFECTO EN CORTACIRCUITO;2023;5;17;0.763;0.763;1
R-059;1205997;611296;Interrupciones No Programadas no Excluibles;APERTURA POR LINEA PRIMARIA ROTA;2023;5;24;0.288;0.288;1
QURQ0462;1206952;612898;Interrupciones No Programadas no Excluibles;APERTURA POR ARBOL O RAMA SOBRE LINEAS;2023;6;6;1.118;1.118;1
CAUQ0027;1206962;613634;Interrupciones Programadas no Excluibles;APERTURA POR MANTENIMIENTO EN REDES PRIMARIAS;2023;6;14;0.25;0.25;1
CAUQ0202;1207770;614276;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;6;18;4.863;4.863;1
C-0659;1213156;641596;Interrupciones Programadas no Excluibles;APERTURA POR MANTENIMIENTO DE TRANSFORMADORES DE POTENCIA Y EQUIPOS ASOCIADOS.;2023;8;27;16.036;16.036;1
R-046;1218176;647569;Catástrofes Naturales;APERTURA POR FUERZA MAYOR;2023;10;10;12.11;12.11;1
S-725;1219918;650886;Interrupciones Programadas no Excluibles;APERTURA POR EXTENSION Y/O RECTIFICACION EN REDES;2023;11;2;0.006;0.006;1
QURQ0061;1221831;653604;Interrupciones Programadas no Excluibles;APERTURA POR EXTENSION Y/O RECTIFICACION EN REDES;2023;11;27;6.97;6.97;1
S-1152;1191324;547590;Interrupciones No Programadas no Excluibles;APERTURA POR TRANSFORMADOR QUEMADO;2023;1;2;0.746;0.746;1
R-157;1194534;549958;Interrupciones No Programadas no Excluibles;APERTURA POR CAUSA DESCONOCIDA - ENSAYO AUTOMATICO;2023;1;19;0.001;0.001;1
R-042;1199313;583767;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;3;18;0.001;0.001;1
303-24;1200079;587881;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;3;23;0.004;0.004;1
FIRQ0068;1208008;615427;Interrupciones Programadas no Excluibles;APERTURA POR MANTENIMIENTO EN REDES PRIMARIAS;2023;6;27;1.075;1.075;1
R-034;1211884;629363;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;8;1;0.004;0.004;1
S-545;1211963;629438;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;8;1;17.362;17.362;1
GERQ0183;1212600;633314;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;8;10;3.511;3.511;1
ARUQ0585;1212012;633293;Interrupciones Programadas no Excluibles;APERTURA POR EXTENSION Y/O RECTIFICACION EN REDES;2023;8;10;1.349;1.349;1
ARUQ1764;1214292;642405;Interrupciones No Programadas no Excluibles;APERTURA POR FALLA EN RED SECUNDARIA;2023;9;4;1.892;1.892;1
S-2287;1216181;644843;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;9;23;0.267;0.267;1
111-23;1217870;647120;Interrupciones No Programadas no Excluibles;APERTURA POR FALLA DE LINEA DE SUBTRANSMISION DE DISTRIBUCIÓN;2023;10;9;0.016;0.016;1
SARN0311;1220234;650353;Falla de un Activo de Nivel 1 de propiedad de los Usuarios;FALLA ACTIVO NIVEL 1 PROPIEDAD PARTICULAR;2023;10;30;5.855;5.855;1
112-24;1220910;651294;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;11;6;0.023;0.023;1
109-27;1222502;653977;Interrupciones No Programadas no Excluibles;APERTURA POR CAUSA DESCONOCIDA - ENSAYO AUTOMATICO;2023;11;30;0;0;1
CARQ0318;1223315;665811;Interrupciones No Programadas no Excluibles;APERTURA POR ARBOL O RAMA SOBRE LINEAS;2023;12;15;1.276;1.276;1
CARQ0165;1195570;551533;Interrupciones Programadas no Excluibles;APERTURA POR EXTENSION Y/O RECTIFICACION EN REDES;2023;2;1;4.968;4.968;1
R-100;1195847;551976;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;2;5;0.001;0.001;1
CARQ0406;1198779;571766;Interrupciones No Programadas no Excluibles;APERTURA POR ARBOL O RAMA SOBRE LINEAS;2023;3;13;5.5;5.5;1
S-643;1199477;584066;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;3;19;15.131;15.131;1
110-32;1200076;587872;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;3;23;0.003;0.003;1
SARQ0169;1200139;588135;Catástrofes Naturales;APERTURA POR FUERZA MAYOR;2023;3;24;5.745;5.745;1
S-2499;1212472;633039;Interrupciones No Programadas no Excluibles;APERTURA POR ARBOL O RAMA SOBRE LINEAS;2023;8;8;3.652;3.652;1
S-744;1211862;633365;Interrupciones Programadas no Excluibles;APERTURA POR EXTENSION Y/O RECTIFICACION EN REDES;2023;8;10;0.403;0.403;1
S-1957;1215680;645269;Interrupciones Programadas no Excluibles;APERTURA POR EXTENSION Y/O RECTIFICACION EN REDES;2023;9;26;4.633;4.633;1
R-083;1218088;647432;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;10;10;0.001;0.001;1
R-104;1218204;647597;Catástrofes Naturales;APERTURA POR FUERZA MAYOR;2023;10;10;20.894;16.576;1
FIRQ0193;1195908;552002;Interrupciones No Programadas no Excluibles;APERTURA POR TRANSFORMADOR QUEMADO;2023;2;4;48.327;48.327;1
S-2321;1196154;561322;Interrupciones Programadas no Excluibles;APERTURA POR MANTENIMIENTO EN REDES PRIMARIAS;2023;2;19;1.171;1.171;1
S-1880;1201001;589877;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;3;31;2.889;2.889;1
FIRQ0104;1203222;607242;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;4;21;5.651;5.651;1
101-26;1203497;607636;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;4;25;0;0;1
PIRQ0012;1208251;614713;Interrupciones No Programadas no Excluibles;APERTURA POR ARBOL O RAMA SOBRE LINEAS;2023;6;21;5.118;5.118;1
R-065;1212595;633291;Interrupciones No Programadas no Excluibles;APERTURA POR CAUSA DESCONOCIDA - ENSAYO AUTOMATICO;2023;8;10;0.001;0.001;1
S-1314;1213609;642096;Interrupciones Programadas no Excluibles;APERTURA POR EXTENSION Y/O RECTIFICACION EN REDES;2023;9;1;7.653;7.653;1
R-065;1218995;648609;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;10;16;0.002;0.002;1
S-787;1221442;652343;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;11;14;16.808;16.808;1
206-24;1201090;589989;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;3;31;0.001;0.001;1
208-27;1206987;612861;Interrupciones No Programadas no Excluibles;APERTURA POR ARBOL O RAMA SOBRE LINEAS;2023;6;5;0.003;0.003;1
CARQ0293;1208712;615696;Interrupciones No Programadas no Excluibles;APERTURA POR FALLA EN RED SECUNDARIA;2023;6;29;7.056;7.056;1
205-24;1209937;626242;Interrupciones No Programadas no Excluibles;APERTURA POR FALLA DE LINEA DE SUBTRANSMISION DE DISTRIBUCIÓN;2023;7;18;0.016;0.016;1
CARQ0196;1211486;629547;Interrupciones No Programadas no Excluibles;APERTURA POR FALLA EN RED SECUNDARIA;2023;8;3;2.602;2.602;1
S-368;1219485;649420;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;10;22;2.023;2.023;1
SR-0030;1219735;650127;Interrupciones por Seguridad Ciudadana;APERTURA POR SEGURIDAD CIUDADANA;2023;10;27;0.3;0.3;1
SARP0006;1219872;650898;Interrupciones Programadas no Excluibles;APERTURA POR TRABAJOS DE PÉRDIDAS;2023;11;2;1.221;1.221;1
R-031;1220828;651185;Interrupciones No Programadas no Excluibles;APERTURA POR CAUSA DESCONOCIDA - ENSAYO AUTOMATICO;2023;11;4;0.001;0.001;1
CAUQ0217;1221152;652861;Interrupciones Programadas no Excluibles;APERTURA POR EXTENSION Y/O RECTIFICACION EN REDES;2023;11;20;0.676;0.676;1
MOUQ0073;1223427;665988;Interrupciones No Programadas no Excluibles;APERTURA POR ARBOL O RAMA SOBRE LINEAS;2023;12;17;0.692;0.692;1
114-23;1197436;564510;Interrupciones No Programadas no Excluibles;APERTURA POR FALLA DE LINEA DE SUBTRANSMISION DE DISTRIBUCIÓN;2023;2;25;0.002;0.002;1
R-121;1197876;565089;Interrupciones No Programadas no Excluibles;APERTURA POR CAUSA DESCONOCIDA - ENSAYO AUTOMATICO;2023;3;2;0.001;0.001;1
R-104;1204779;609488;Interrupciones No Programadas no Excluibles;APERTURA POR ARBOL O RAMA SOBRE LINEAS;2023;5;10;1.844;1.585;1
S-180;1205632;610836;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;5;19;16.624;16.624;1
R-051;1211671;629081;Interrupciones No Programadas no Excluibles;APERTURA POR ARBOL O RAMA SOBRE LINEAS;2023;7;30;2.359;2.12;1
FIRQ0091;1211554;629082;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;7;30;1.212;1.212;1
S-463;1212031;629583;Interrupciones No Programadas no Excluibles;APERTURA POR ARBOL O RAMA SOBRE LINEAS;2023;8;1;50.322;50.322;1
R-072;1212143;629769;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;8;4;0.408;0.408;1
R-100;1218000;647289;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;10;10;0.004;0.004;1
S-1675;1220214;650267;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;10;30;3.331;3.331;1
C-0299;1222268;654268;Interrupciones Programadas no Excluibles;APERTURA PARA REALIZAR TRABAJOS DE PODA DE ARBOLES;2023;12;4;8.679;8.679;1
C-0137;1195229;551035;Interrupciones Programadas no Excluibles;APERTURA PARA REALIZAR TRABAJOS DE PODA DE ARBOLES;2023;1;26;4.737;4.737;1
S-1888;1195933;555890;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;2;7;4.335;4.335;1
205-24;1196295;560560;Interrupciones No Programadas no Excluibles;APERTURA POR CAUSA DESCONOCIDA - ENSAYO MANUAL;2023;2;11;1.788;1.561;1
206-24;1197013;561605;Interrupciones No Programadas no Excluibles;APERTURA POR CAUSA DESCONOCIDA - ENSAYO AUTOMATICO;2023;2;20;0.001;0.001;1
S-614;1198113;568587;Interrupciones Programadas no Excluibles;APERTURA POR EXTENSION Y/O RECTIFICACION EN REDES;2023;3;11;8.604;4.81;1
R-116;1200657;588730;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;3;28;0.001;0.001;1
303-24;1209986;626334;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;7;18;0.001;0.001;1
R-055;1215245;643585;Interrupciones No Programadas no Excluibles;APERTURA POR FALLA DE LINEA DE SUBTRANSMISION DE DISTRIBUCIÓN;2023;9;12;0.015;0.015;1
S-2244;1215108;644080;Interrupciones Programadas no Excluibles;APERTURA POR EXTENSION Y/O RECTIFICACION EN REDES;2023;9;18;0.031;0.031;1
S-878;1218966;649777;Interrupciones Programadas no Excluibles;APERTURA PARA REALIZAR TRABAJOS DE PODA DE ARBOLES;2023;10;25;3.44;3.44;1
S-1913;1220979;652081;Interrupciones Programadas no Excluibles;APERTURA POR EXTENSION Y/O RECTIFICACION EN REDES;2023;11;14;8.86;1.248;1
GERP0041;1192996;548067;Falla de un Activo de Nivel 1 de propiedad de los Usuarios;FALLA ACTIVO NIVEL 1 PROPIEDAD PARTICULAR;2023;1;4;5.992;5.992;1
R-016;1195864;551981;Interrupciones No Programadas no Excluibles;APERTURA POR CAUSA DESCONOCIDA - ENSAYO AUTOMATICO;2023;2;5;0;0;1
S-1954;1196134;560406;Interrupciones No Programadas no Excluibles;APERTURA POR ARBOL O RAMA SOBRE LINEAS;2023;2;10;33.708;33.708;1
CARQ0187;1200718;589645;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;3;29;23.588;23.588;1
QURQ0070;1202331;605639;Interrupciones No Programadas no Excluibles;APERTURA POR ARBOL O RAMA SOBRE LINEAS;2023;4;10;1.492;1.492;1
MORP0011;1202962;607027;Falla de un Activo de Nivel 1 de propiedad de los Usuarios;FALLA ACTIVO NIVEL 1 PROPIEDAD PARTICULAR;2023;4;19;1.172;1.172;1
TERP0163;1204778;609583;Falla de un Activo de Nivel 1 de propiedad de los Usuarios;FALLA ACTIVO NIVEL 1 PROPIEDAD PARTICULAR;2023;5;11;0.65;0.65;1
CAUQ0299;1204341;609756;Interrupciones Programadas no Excluibles;APERTURA POR EXTENSION Y/O RECTIFICACION EN REDES;2023;5;12;0.305;0.305;1
303-24;1218568;649205;Exigencia Traslado y Adecuación de Infraestructura;PROYECTOS DE ADECUACIONES DE INFRAESTRUCTURA ELECTRICA O POR PLANES DE ORDENAMIENTO TERRITORIAL SOLICITADOS POR ENTIDADES GUBERNAMENTEALES;2023;10;20;10.46;3.827;1
CARQ0135;1194997;550772;Interrupciones No Programadas no Excluibles;APERTURA POR FALLA EN RED SECUNDARIA;2023;1;23;0.415;0.415;1
GERQ0140;1195583;551571;Interrupciones No Programadas no Excluibles;APERTURA POR ARBOL O RAMA SOBRE LINEAS;2023;2;1;5.581;5.581;1
304-26;1199206;583564;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;3;17;0.001;0.001;1
ARUQ1499;1200841;589663;Interrupciones No Programadas no Excluibles;APERTURA POR ANIMALES SOBRE LINEAS;2023;3;30;1.707;1.707;1
ARRN0910;1201558;594365;Interrupciones No Programadas no Excluibles;APERTURA POR CAUSA DESCONOCIDA - ENSAYO AUTOMATICO;2023;4;4;0.002;0.002;1
CORP0024;1201738;601321;Falla de un Activo de Nivel 1 de propiedad de los Usuarios;FALLA ACTIVO NIVEL 1 PROPIEDAD PARTICULAR;2023;4;5;113.607;113.607;1
304-24;1201748;601173;Interrupciones No Programadas no Excluibles;APERTURA POR FALLA DE LINEA DE SUBTRANSMISION DE DISTRIBUCIÓN;2023;4;6;0.001;0.001;1
111-24;1203979;609180;Interrupciones Programadas no Excluibles;APERTURA POR EXTENSION Y/O RECTIFICACION EN REDES;2023;5;8;10.565;2.783;1
ARUQ0333;1204273;609366;Interrupciones Programadas no Excluibles;APERTURA POR EXTENSION Y/O RECTIFICACION EN REDES;2023;5;10;4.118;4.118;1
BAUQ0033;1213446;642010;Interrupciones Programadas no Excluibles;APERTURA POR MANTENIMIENTO EN REDES PRIMARIAS;2023;8;31;1.999;1.999;1
R-110;1216076;644662;Catástrofes Naturales;APERTURA POR FUERZA MAYOR;2023;9;22;0.001;0.001;1
